"날짜","평균강수량","최대강수량","평균기온","최고기온","최저기온","평균습도","최저습도","평균풍속","최대풍속","건고추가격","건고추거래량","배추가격","배추거래량","대파가격","대파거래량","마늘가격","마늘거래량","무가격","무거래량"
"2016-02-02",0,7.5,-3.4,2.7,-8.6,50,13,2,17.6,0,0,619.044361,631.41,3135.29751,333.67,6147.260144,23,833.5245713,997.42
"2016-02-03",0,3.3,-1.8,4.9,-8.3,54,9,1.8,12.6,0,0,732.2796445,533.91,2836.053477,451.63,5715.471187,16.42,632.8198681,1467.31
"2016-02-04",0,0,0.4,5.9,-4.8,53,14,2.2,10.4,7833.333333,0.05,627.8088243,579.06,3002.295874,408.11,4827.522595,64.97,667.6417902,1170.07
"2016-02-05",0,0,-0.2,5.4,-5,46,7,2.2,11.7,6848.837209,0.13,590.8754306,577.15,3194.808034,514.49,6095.444293,22.04,514.7312323,1117.76
"2016-02-06",0.5,12,-1.4,3.3,-5.6,52,16,2.4,17.9,0,0,656.3338547,230.16,2584.515581,534.71,5710.221482,18.92,433.680021,998.98
"2016-02-07",0,0.2,-1.8,5,-8,52,5,1.5,14.8,0,0,0,0,2300,0.8,0,0,2200,0.08
"2016-02-08",0.2,6,1.7,7.4,-5.7,56,12,2.4,16.5,0,0,0,0,0,0,0,0,0,0
"2016-02-09",0,1.1,2.6,7.5,-2.2,45,10,3,17.3,0,0,0,0,0,0,0,0,0,0
"2016-02-10",0,0,2.2,10.8,-4.9,53,6,1.3,11.5,0,0,0,0,0,0,0,0,0,0
"2016-02-11",0.2,27.6,6.8,13.7,-1.2,55,13,1.9,17.1,0,0,675.4922666,349.65,2159.287293,460.47,4392.248609,146.99,362.0347167,757.82
"2016-02-12",20.7,99.5,9.7,12,6.9,92,18,1.8,19,5400,5,636.9309272,400.2,2402.470212,280.82,4756.116646,20.56,376.3774278,709.02
"2016-02-13",11.4,40,11.7,16.2,7.1,94,59,1.7,19.8,0,0,766.439039,247.77,1929.83378,444.47,5849.2664,14.73,387.1002353,618.86
"2016-02-14",0.8,11.6,1.1,9.5,-3,70,28,4.5,22.3,0,0,0,0,0,0,0,0,0,0
"2016-02-15",0.2,9.7,-3.1,0.1,-6,52,16,3.7,21.4,0,0,719.6676127,681.1,1534.966766,497.99,6357.58084,20.25,406.9530832,718.89
"2016-02-16",0.5,2.9,-0.1,4,-4.4,64,28,3.1,18.9,0,0,714.5172217,461.57,1734.302035,309.34,5723.715628,15.01,450.2440155,630.84
"2016-02-17",0,2.5,1.2,6.5,-4.1,54,14,2.2,15.9,0,0,658.6870549,630.27,1986.069833,324.26,5543.211842,12.6,482.5783549,673.41
"2016-02-18",0.1,2,3.6,9.7,-2.9,62,16,2.2,12.2,0,0,637.214776,443.36,2201.262899,350.23,4341.342925,116.14,507.3988068,608.3
"2016-02-19",0,5.5,4.5,8.9,-0.2,59,8,1.5,11.6,0,0,608.0228787,616.29,2146.41817,406.87,5211.164618,12.45,484.2207014,804.85
"2016-02-20",0,1.4,3.5,8.7,-0.6,51,11,2.5,19.4,0,0,725.5105943,324.23,2281.796808,462.84,5300.335714,12.04,441.5787386,958.17
"2016-02-21",0,0,1,6,-3.6,41,9,2.3,14.1,0,0,0,0,0,0,0,0,0,0
"2016-02-22",0,7.4,2.7,6.5,-1.5,46,8,1.2,8.1,0,0,710.9158182,599.6,2241.075361,472.01,5396.025981,17.47,450.795293,820.52
"2016-02-23",0.2,2,3.3,8.5,-1.3,49,11,2.7,13.4,0,0,636.1975181,580.36,2269.640702,419.46,6035.24554,20.35,434.8634083,832.19
"2016-02-24",0.6,19.7,-1,3.4,-4.7,52,10,2.5,17.4,0,0,649.7144545,568.6,2106.1782,439.51,5849.297743,17.28,469.832962,735.16
"2016-02-25",0,7.3,0.3,6,-5.9,50,12,2.3,14.9,0,0,645.7927778,568.3,2073.616754,315.81,4351.785274,116,501.9126184,614.73
"2016-02-26",0.8,5,2.8,7.3,-2.3,67,13,1.7,11.9,6916.666667,0.02,658.0969335,608.42,1915.101437,421,5115.103994,15.85,517.3308343,684.12
"2016-02-27",1.4,8.9,5.2,10.6,1.2,67,15,1.8,16.2,9000,0.12,767.6184116,353.39,1787.536717,386.43,4813.417528,15.68,520.4428404,668.32
"2016-02-28",5.8,17.1,4,10.5,-0.5,76,21,2.1,18,0,0,0,0,0,0,0,0,0,0
"2016-02-29",0.3,10.7,-1.8,1.3,-4.8,56,23,3.6,22.1,7500,0.006,768.9739784,511.34,1938.923769,462.53,5912.130816,22.67,556.9035105,759.64
"2016-03-01",0,0.1,-1.4,4.3,-7.3,52,11,2.4,11.4,0,0,826.5412087,475.37,2053.047096,362.56,5169.151841,17.03,581.5181749,789.28
"2016-03-02",0,0,3.2,10.4,-3.8,61,11,2.1,12.7,0,0,848.8250851,499.58,2014.30968,376.67,5202.672969,17.45,679.8023779,621.14
"2016-03-03",0,3.9,7.2,15.2,-0.1,67,18,1.6,12.7,8333.333333,0.04,861.505658,468.99,2025.023511,367.48,4955.233233,41.81,746.2159295,757.33
"2016-03-04",9.7,38.5,9.4,13.7,4.6,84,25,1.4,9.7,5463.75682,5.13,910.2082598,557.59,2138.860448,365.78,5699.479761,19.44,767.1291422,839.53
"2016-03-05",27.9,104.4,11.8,15.5,8.2,91,57,2.5,14.4,0,0,979.9030452,300.14,2242.953397,405.79,4794.727029,20.16,776.6165923,796.42
"2016-03-06",2.5,34.5,10.3,15.6,5.3,74,9,1.8,12,0,0,0,0,0,0,0,0,0,0
"2016-03-07",0,0.1,8.9,14.9,3.4,68,15,1.5,7.9,6954.12844,0.11,902.1421164,656.7,2154.736768,489.85,5660.882635,21.73,715.1689163,941.87
"2016-03-08",2.8,33.8,5.9,9.3,2.4,52,12,2.3,14.8,993.4328358,0.67,851.1614667,656.45,2019.101184,420.69,5612.13027,25.55,697.2467104,740.51
"2016-03-09",2,27.1,3.1,8.2,0.3,52,11,3,16.3,0,0,769.303044,614.17,1939.037631,423.08,5718.843832,20.08,700.5636396,705.76
"2016-03-10",0.1,2.4,1.3,5.7,-1.9,42,9,3.1,14.5,0,0,901.3226389,327.09,1998.906475,356.66,4606.765593,57.22,694.207385,799.37
"2016-03-11",0,0.2,0.7,5.8,-3.9,45,11,2.4,13.6,5340,5,880.7451448,468.93,1961.891785,424.64,5478.171452,15.85,634.0161481,711.17
"2016-03-12",0,0,2.5,8.7,-4.2,48,10,1.7,9.1,0,0,855.2532097,364.52,1838.721196,448.29,5628.963233,14.8,610.3163096,737.13
"2016-03-13",0.2,12.4,4.3,8.4,1,60,24,1.3,8.4,0,0,0,0,0,0,0,0,0,0
"2016-03-14",0,2,4.2,10,-0.5,64,21,2.1,10.7,5166.666667,0.05,815.3003025,677.75,1781.520144,480.24,5695.211742,22.13,593.091298,826.82
"2016-03-15",0,0,5.6,13.3,-2.5,53,7,1.6,8.4,0,0,855.4519735,617.67,1924.686705,388.52,5588.846876,24.39,615.4367719,669.02
"2016-03-16",0,0,8.8,16.4,3,45,4,1.7,9.1,0,0,862.8989646,537.11,1826.802273,375.5,5461.606938,17.79,735.731946,644.59
"2016-03-17",0.1,8.5,10.2,18.3,0.9,48,4,1.5,8.7,8000,0.01,884.0521942,532.34,1969.27202,411.43,4056.052717,235.31,670.2887292,886.82
"2016-03-18",9.3,48.5,11.2,15.4,7.9,80,20,1.3,12.7,9333.333333,0.11,880.4070961,526.26,1941.536014,413.25,5542.666924,20.74,637.1132687,836.03
"2016-03-19",0,0,10.4,16.8,5.2,70,13,2,14.7,7166.666667,0.07,924.5244348,304.38,1801.96584,419.56,5809.53071,19.62,649.9072321,595.9
"2016-03-20",0,0.1,8.2,13.8,3.3,69,25,1.7,10.3,0,0,0,0,0,0,0,0,0,0
"2016-03-21",0,0,8.6,15.6,2.3,65,17,1.7,7.6,7868.932039,0.1,924.0873088,537.3,1460.573749,496.42,5142.92127,22.69,626.6247454,850.51
"2016-03-22",0,0,9.3,16.9,2,57,1,2.1,9.7,8333.333333,0.1,885.5521094,551.02,1613.482685,364.46,5339.849661,20.62,583.2037303,843.46
"2016-03-23",0.5,11.3,8.1,13.6,4.1,57,11,2.5,16.8,6383.333333,0.64,877.8372609,615.69,1504.1566,444.14,4959.59645,23.66,588.3369693,868.9
"2016-03-24",0.2,3.1,6.4,12,1.2,54,8,2.3,14.3,6666.666667,0.12,884.4558577,529.4,1602.384511,362.89,3997.567407,294.73,533.436506,802.02
"2016-03-25",0.2,5,5.8,11.1,1.4,64,20,1.6,10,8217.948718,0.16,924.3454072,444.68,1399.077058,428.07,4959.183258,20.14,618.0296145,599.5
"2016-03-26",0.5,13.5,5.7,12.1,0.2,63,14,1.8,11.9,7469.135802,0.16,987.5840985,293.41,1317.217678,414.8,4899.038699,23.18,695.677341,543.67
"2016-03-27",0,0.5,7,14.1,0,53,12,2.1,13.1,0,0,0,0,0,0,0,0,0,0
"2016-03-28",0,0,9.3,17.5,0.7,45,1,1.9,9.7,6217.948718,0.23,1055.197538,435.79,1644.296372,369.67,5237.919838,22.16,661.7097191,829.05
"2016-03-29",0.1,2.4,11.9,18,4.8,55,15,2.8,13.1,8283.018868,0.16,1008.203185,550.91,2047.739382,348.39,5130.159115,23.95,735.3409872,717.33
"2016-03-30",0,0,12.7,20.3,6.4,56,4,1.8,11.2,0,0,1108.094229,529.85,1929.481925,365.15,4963.957393,21.8,774.7611126,768.07
"2016-03-31",0,0.3,12.4,20.7,4.8,48,9,1.3,7.7,10000,0.02,1044.561612,534.19,1902.302611,394.96,4014.907959,266.33,815.6892343,783.7
"2016-04-01",0,0,13.2,22.8,4.3,50,6,1.6,9.9,0,0,980.3074845,521.17,1554.737651,405.32,5141.929387,24.34,795.0967484,847.33
"2016-04-02",0,0,13.9,21.5,5.7,59,9,1.8,10.3,5200,0.02,1114.449689,343,1493.560077,398.62,5716.446024,22.86,749.8836997,591.4
"2016-04-03",9.5,68.5,11.7,15.2,8.9,81,19,1.5,12.1,0,0,0,0,0,0,0,0,0,0
"2016-04-04",1.8,9.3,11.2,15.6,7.6,76,7,1.7,10.3,8763.888889,0.14,1164.045686,558.29,1644.204785,406.19,4898.474599,25.59,800.0982345,730.66
"2016-04-05",0,0,12,19.6,5.1,52,9,1.9,9.5,5634.615385,0.16,1107.456386,620.15,1590.534236,373.6,5202.744753,22.2,877.9718571,559.57
"2016-04-06",12.2,65.9,12.8,21,5.7,56,6,1.8,16.9,7000,0.02,1179.714753,555.84,1663.519688,377.24,4869.598317,20.67,827.4435598,744.27
"2016-04-07",21.9,56,12.7,18,9.2,83,23,2,15.8,5983.240223,0.18,1157.364716,491.83,1708.90735,387.35,3983.57081,380.98,893.4820689,649.09
"2016-04-08",0,0,13.9,21.7,8,64,10,2.1,13.9,7212.121212,0.26,1110.022199,402.72,2072.953017,290.72,5720.426459,18.6,861.6393735,763.07
"2016-04-09",0,0.4,14.9,22.2,8.2,61,9,1.8,11.3,5450,5,1222.301731,213.64,1691.939232,361.71,5234.821594,22.25,794.6929229,698.65
"2016-04-10",0.4,6.5,13.6,21.3,8.2,67,10,2.2,13.2,0,0,0,0,0,0,0,0,0,0
"2016-04-11",0.2,4.7,10.9,16.1,6.8,64,10,2.4,10.2,6538.461538,0.16,1125.093089,644.12,1974.832134,430.85,5335.452833,26.44,812.2285874,814.99
"2016-04-12",0.6,10.8,12.5,19,6.2,59,11,2.1,13.9,7500,0.07,1171.993239,503.92,1956.89573,349.55,4259.45614,28.85,725.5630556,757.92
"2016-04-13",13.1,46.6,14.2,18.2,10.9,88,27,1.4,9.6,7916.666667,0.14,1209.903755,506.57,1709.698555,400.71,5192.619864,27.06,683.867859,676.44
"2016-04-14",0,0,14.7,21.3,9.6,70,9,2.1,12,9666.666667,0.02,1385.479568,413.39,1801.151786,322.04,4100.878593,169.93,762.1487222,513.4
"2016-04-15",0,0,13.7,21.2,6.5,61,12,2.1,12,8104.166667,0.19,1358.283362,519.83,1683.891248,373.7,4780.785235,28.18,850.3200175,559.71
"2016-04-16",29.2,102,14.6,20.7,7.9,74,5,2.7,25.7,8387.096774,0.03,1409.474778,320.52,1550.303795,377.39,5172.351862,19.18,877.0663013,563.4
"2016-04-17",9.5,34.8,13.1,17.2,10.1,59,19,5.1,28,0,0,0,0,0,0,0,0,0,0
"2016-04-18",1.2,11.4,13,18.9,8.3,55,13,3,11.9,7675,0.08,1277.374825,607.27,1587.211105,407.86,5198.234628,22.7,883.2161605,745.1
"2016-04-19",0,0.7,12.5,19,7.4,59,6,2,9.8,6332.051282,0.08,1321.327357,508.81,1762.141794,341.95,4630.970796,29.48,793.0669428,765.34
"2016-04-20",0.7,17.6,13.9,20.3,7.3,62,6,1.8,12.6,7834.628975,0.28,1439.998746,429.08,1613.468766,363.97,5206.62088,25.73,745.1784555,848.3
"2016-04-21",28.8,56.5,13.8,17.3,10.9,91,29,2,12.6,5833.333333,0.006,1348.629641,540.16,1664.364487,373.05,4699.600955,24.29,651.4018603,792.45
"2016-04-22",0,0,17.1,24.6,11.2,70,14,2.3,13.9,9553.333333,0.15,1380.002284,430.86,1531.135388,366.37,5393.809982,21.42,617.6876504,608.26
"2016-04-23",0,2.9,15.2,20.7,10.9,54,7,1.6,14.8,8833.333333,0.07,1289.826539,346.24,1375.271482,400.49,4911.513475,25.86,573.1185757,468.34
"2016-04-24",0,0,14.3,22.1,7.2,47,6,1.7,9.1,0,0,0,0,0,0,0,0,0,0
"2016-04-25",0,0,15.9,24.9,7.3,50,5,1.5,8.8,8885.561497,0.19,1370.750896,582.14,1392.295581,447.4,5159.355949,22.02,663.5433853,644.06
"2016-04-26",1.4,11.3,17,25.4,8.7,57,9,2.1,11,8209.039548,0.18,1286.893164,630.31,1416.075581,360.99,4892.89732,27.39,799.7965693,702.07
"2016-04-27",25,68.5,12.4,15.5,10.8,78,23,2.9,13.8,0,0,1230.044241,762.39,1440.155296,356.29,5793.286897,25.37,822.5852398,565.49
"2016-04-28",2.4,10,13.6,19.2,9.6,70,16,2,11.9,8591.269841,0.25,1172.741294,606.07,1534.307415,295.58,4626.942832,30.59,866.9886163,565.28
"2016-04-29",0.1,4,14.4,20.9,8.4,62,14,1.9,10.8,7297.297297,0.22,1138.028362,568.72,1622.526043,299.99,4705.485042,32.02,962.8479731,580.33
"2016-04-30",0,0.9,16.5,23.8,8.8,56,7,2.5,14.4,7333.333333,0.12,1149.893613,399.96,1992.016529,269.84,5468.135613,25.74,1072.89891,462.63
"2016-05-01",0,0,18.1,26.1,10.4,54,7,2.1,10.9,0,0,0,0,0,0,0,0,0,0
"2016-05-02",7.8,48,18.9,25.9,11.8,70,11,2.4,19.8,0,0,1098.845111,706.9,1945.78073,425.4,5740.583282,24.37,921.5588834,947.55
"2016-05-03",26.8,115.5,15.3,19.8,11.7,79,38,4.7,21,0,0,1016.249642,792.79,1883.019476,364.86,5610.038378,19.73,850.8962878,778.95
"2016-05-04",0.2,3.6,17,22.3,11.7,43,6,4.9,20.4,7522.727273,0.04,1016.821505,484.72,1909.780061,331.96,4998.561698,27.68,879.3078057,603.06
"2016-05-05",0.8,20,18.2,26,9.3,49,6,2.1,14.7,5631.242181,5.6,921.0151747,621.96,1676.313213,373.64,5369.34209,20.63,924.7415627,432.1
"2016-05-06",1.7,26.9,17.9,22.5,13.9,80,28,2.3,17.9,8333.333333,0.07,836.422313,481.39,1388.777665,337.8,5282.778001,23.94,947.1499845,578.78
"2016-05-07",0,0,17.1,23.6,11.3,54,9,2.4,14.4,0,0,1009.849489,238.39,1325.972661,292.92,5882.813066,20.97,1031.213574,377.48
"2016-05-08",0,6.3,17.4,24.8,9.3,55,15,1.7,8.9,0,0,0,0,0,0,0,0,0,0
"2016-05-09",0.2,3.9,18.1,23.4,13.6,59,15,1.2,7.7,7111.111111,0.18,911.2470237,821.57,1479.7202,358.54,5412.585587,27.81,877.0172143,957.05
"2016-05-10",20.1,35,13.9,17.2,12.2,90,40,1.9,17.3,7000,0.07,866.4812775,788.86,1694.649958,369.14,5897.895629,36.93,885.0761028,845.92
"2016-05-11",0.9,6.5,15.7,21.7,11.4,75,28,1.7,15.5,6587.301587,0.13,884.2364469,695.73,1736.826942,312.82,5026.244498,26.13,875.9444447,782.14
"2016-05-12",0,0,18,25.1,11,67,14,2.2,10.7,0,0,815.3457778,827.41,1513.619026,342.35,4321.85072,55.83,830.5622197,738.37
"2016-05-13",0.1,0.7,16.6,22.5,11.9,68,10,2.1,10,7559.52381,0.17,838.8879576,572.68,1501.402512,378.48,4572.883229,41.07,708.2440963,773.46
"2016-05-14",0,0,17.3,23.9,10.5,63,7,2.1,10.1,7666.666667,0.12,1010.868545,411.3,1424.572737,372.1,4398.97952,26.56,754.8390825,501.78
"2016-05-15",12.6,52.5,18.1,24.3,11.7,77,25,2.7,15.9,0,0,0,0,0,0,0,0,0,0
"2016-05-16",5.9,17.4,15.4,21.7,9.9,60,7,3,20.3,8466.666667,0.12,1072.153323,673.45,1376.099269,356.49,4200.164101,43.85,718.3629203,896.02
"2016-05-17",0,0,17.8,26.6,8.6,55,6,1.5,10.7,8324.5,0.2,1086.943776,599.33,1407.215387,336.81,4039.730273,49.97,632.5809383,822.61
"2016-05-18",0,0,20.3,29.3,11.4,54,5,1.4,6.8,5270.652174,0.09,1018.678824,736.06,1339.533545,317.99,5009.093001,23.29,642.869077,709.39
"2016-05-19",0,0,20.3,28.8,12.4,54,7,1.5,7.8,5548.647792,4.73,916.8493484,698.47,1245.999565,344.53,3749.236799,250.47,577.9196187,629.28
"2016-05-20",0,0,19.9,28,11.9,56,6,1.6,7.7,5666.666667,0.17,879.3046969,731.7,1220.633836,317.95,4222.503346,49.31,619.0183148,730.45
"2016-05-21",0,0,20.1,27.9,12.3,50,7,1.7,7.9,0,0,777.750967,573.15,1128.365555,297.94,4362.409175,34.44,626.5965876,431.61
"2016-05-22",0,0.4,20.2,28.1,12.4,51,6,1.7,8.4,0,0,0,0,0,0,0,0,0,0
"2016-05-23",0,16.1,20.6,27.8,12.5,57,9,1.6,10.2,0,0,815.9698144,795.54,1398.061791,301.86,3999.55658,80.94,594.3174618,986.25
"2016-05-24",20.3,40.8,18,21.3,15,85,37,2,11.2,8000,0.06,797.2601629,680.57,1666.279767,304.54,3709.619452,140.15,560.0016101,889.39
"2016-05-25",0,0,19.4,25.8,13.7,71,16,1.7,8.8,4166.666667,0.02,716.5157768,641.64,1931.792277,283.59,3685.318838,218.04,509.4541194,897.93
"2016-05-26",0.1,2,20.4,25.9,15.1,71,29,1.5,8.1,0,0,769.2485029,675.3,1663.496035,297.64,3802.685364,213.63,449.6274622,743.89
"2016-05-27",0.1,10.1,21.5,27.5,16.8,63,13,1.5,9.8,0,0,652.0806862,831.87,1345.854471,333.38,3888.676722,194.92,384.7076815,634.01
"2016-05-28",0.4,16.6,20.9,27.1,16.3,63,9,1.4,7.3,0,0,535.2118606,522.74,1546.776482,297.86,3950.428252,57.19,454.3320343,482.91
"2016-05-29",0.6,12.1,20.2,26.5,15.7,67,15,1.6,9.6,0,0,0,0,0,0,0,0,0,0
"2016-05-30",0,0,21.3,28.4,14.4,64,13,1.9,10.4,7500,0.01,589.2133112,761.17,1593.446561,332.87,3876.797014,138.23,502.1096896,785.95
"2016-05-31",0,0,21.7,28.1,15.5,62,14,1.9,9.8,0,0,484.1530623,870.43,1668.123396,316.32,3896.395171,150.55,476.2001608,1014.64
"2016-06-01",0,0,20.9,26.5,15.8,58,18,2.1,9.7,0,0,474.0208518,672.65,1544.549532,310.61,4104.804053,102.9,398.7641369,703.71
"2016-06-02",0,0.5,20.2,27,13.1,59,16,1.7,8.5,0,0,486.1377548,615.43,1226.535166,327.12,3850.797632,111.47,396.6540941,670.24
"2016-06-03",0,0.4,21.6,28.3,14.3,57,16,1.6,9.3,9000,0.02,490.4816528,629.25,1382.428632,300.66,3971.238461,108.53,402.5341334,652.44
"2016-06-04",3.9,23.1,19.4,22.9,16.3,73,16,1.4,12.5,0,0,562.806866,379.84,1335.072234,282.76,4004.973642,56.72,409.8499371,549.84
"2016-06-05",0,0.4,21,27.3,15,66,18,2,10.7,0,0,0,0,0,0,0,0,0,0
"2016-06-06",0.7,8.4,19.5,22.6,16.8,78,22,1.6,7.4,5421.974522,5.02,476.043787,831.02,1491.90987,273.69,3701.508206,126.06,404.9720438,687.5
"2016-06-07",0.3,3.7,21.2,25.9,17.9,78,32,1.3,7.2,8666.666667,0.02,478.8516307,800.15,1420.024748,334.98,3981.252081,103.7,403.6992538,774.54
"2016-06-08",1.7,23.9,21,25,18.1,80,37,1.3,6.3,9166.666667,0.04,428.6784919,767.9,1266.532091,326.93,4386.685518,68.34,405.397512,708.83
"2016-06-09",0,1.1,22.2,28.3,17.4,74,14,1.5,7,8552.325581,0.09,440.6820494,793.23,1248.796103,336.69,4895.020861,74.11,402.4724573,734.86
"2016-06-10",0,0,22.8,28.8,17.7,73,22,1.7,8.8,9936.986301,0.07,412.4449355,723.41,1123.341148,306.02,4634.877066,50.4,399.8362543,726.13
"2016-06-11",2.1,26,23.6,28.6,19.3,77,36,1.7,8.6,9333.333333,0.11,474.7250794,390.19,1254.499825,286.24,4581.693532,47.62,350.0274045,534.58
"2016-06-12",2.6,30.9,23.1,26.5,20.4,86,38,1.3,8.4,0,0,0,0,0,0,0,0,0,0
"2016-06-13",0.1,15,22.5,27.7,19.2,79,27,1.8,8.3,0,0,433.6858175,776.73,1274.360008,331.13,4705.277781,85.63,383.5527957,731.69
"2016-06-14",0.5,14.4,22.1,27.4,18.4,78,26,1.7,8.6,9333.333333,0.08,393.7174406,807.64,1149.448137,330.35,4693.120735,54.55,376.9718713,727.69
"2016-06-15",4.8,27.6,21.5,24.9,18.7,83,37,2,13.8,8666.666667,0.08,372.5599989,872.71,1170.174662,316.14,4583.203678,82.05,356.4881164,741.11
"2016-06-16",1.7,44.5,22.1,25.9,19.1,76,32,2.3,11.4,8500,0.06,381.3364159,678.22,1163.702341,277.75,4523.920287,40.4,412.8204181,595.47
"2016-06-17",0,0.1,23.2,29.5,17.5,66,22,2.1,9.1,9166.666667,0.09,469.0250573,518.09,1090.276185,314.93,4743.414939,67.7,382.7945384,592.06
"2016-06-18",0.8,16.2,23.7,29.8,17.9,69,16,1.8,10.2,10000,0.01,420.3342676,776.03,1034.976226,302.01,4453.942062,33.62,360.083911,614.94
"2016-06-19",1.4,29,23.8,29.2,19.8,74,19,1.8,8.3,0,0,0,0,0,0,0,0,0,0
"2016-06-20",5.7,46.2,23.2,28.4,18.5,79,26,1.4,13.4,0,0,479.2612351,780.72,1283.2998,308.55,5757.556407,49.09,406.880643,832.01
"2016-06-21",0.3,10.7,23.6,28.1,20.1,79,26,1.6,7.9,6944.444444,0.07,470.2621014,833.77,1365.737961,321.67,5021.524642,37.54,413.9984504,638.89
"2016-06-22",7,114.6,22.8,26.4,20.6,84,22,1.7,11.4,9666.666667,0.06,501.8017946,921.74,1263.796774,336.97,4769.583454,38.7,515.3508661,552.38
"2016-06-23",0.1,3,24.2,29.4,19.9,77,32,1.6,7.7,8333.333333,0.08,548.2703747,700.67,1183.964464,291.31,4476.768741,43.16,655.0786072,409.89
"2016-06-24",30.3,82.5,21.9,25.2,19.9,88,47,2,13.8,11126.78571,0.06,517.9333162,772.71,1032.026237,306.21,4276.11779,109.02,465.8731764,747.98
"2016-06-25",0,0.5,22.7,27.3,18.8,65,27,2.7,12,0,0,365.1136972,517.03,1155.806279,233.26,4787.862354,26.37,537.9299173,285.52
"2016-06-26",0,0,23.2,29.3,17.5,67,23,2,9.4,0,0,0,0,0,0,0,0,0,0
"2016-06-27",1,38,22.1,27,17.6,76,4,1.2,8.2,9449.056604,0.11,526.5850656,774.53,1153.514479,351.35,4951.018086,92.06,398.8306028,914.7
"2016-06-28",0.5,37.3,22.4,27.4,17.8,75,25,1.5,10.2,10000,0.06,438.9010639,835.86,952.9563781,349.96,4649.188293,85.37,393.3822814,657.57
"2016-06-29",0.9,49.9,22.8,26.7,19.2,78,31,1.6,7.8,7794.285714,0.18,420.9263794,764.46,819.546961,317.72,4258.999152,57.78,376.7847216,562.7
"2016-06-30",1,24.8,24.4,29.2,20.8,80,40,1.9,9.7,6333.333333,0.12,403.8649488,596.93,891.8274703,301.35,4711.088595,32.26,471.5652465,531.35
"2016-07-01",55.2,125,24.2,27.6,22,88,47,2.4,13.9,8666.666667,0.15,451.3598701,604.6,1044.837635,268.96,4700.338644,42.12,417.518258,593.44
"2016-07-02",24.6,75.7,23.6,27,21.5,87,46,2.1,18.6,10166.66667,0.06,518.4839333,482.46,1283.4162,249.88,5061.247677,22.92,609.2649633,385.04
"2016-07-03",22.3,98.5,22.4,25.3,20,88,45,1.2,11,0,0,0,0,0,0,0,0,0,0
"2016-07-04",53.2,196.5,22.2,24.7,20.2,94,51,1.8,10.8,9666.666667,0.06,462.8587494,910.55,1392.520741,324.96,4558.534351,35.78,500.6622853,815.74
"2016-07-05",39.5,252,24.8,28.6,21.5,88,43,2.7,11.8,5563.245392,5.53,680.9138335,364.67,1363.284675,312.45,5198.258278,27.85,651.5121852,506.19
"2016-07-06",27.8,151.5,23.6,27.4,21.2,91,55,1.6,11.1,7116.161616,0.2,466.8674381,645.01,1117.130032,298.07,5463.093817,20.48,478.8039393,582.74
"2016-07-07",1.2,14.5,24.2,29,20.9,86,41,1.3,8,9155.03876,0.13,541.3441187,514.52,1068.116288,254.47,5488.754464,22.12,465.8706095,460.48
"2016-07-08",1,42.5,25.4,31.2,20.8,79,31,1.4,7.5,8931.451613,0.12,563.5595423,611.69,936.8488315,301.72,5136.678084,35.03,371.2183496,799.12
"2016-07-09",0,2,26.1,32.1,21.2,77,27,1.4,6.7,9500,0.08,594.9513201,587.2,732.7862599,309.08,4694.211119,31.98,295.7529006,627.29
"2016-07-10",0,9,26,31.1,21.7,78,25,1.2,6.9,0,0,0,0,0,0,0,0,0,0
"2016-07-11",2.9,31.5,25.6,30.3,22.2,83,29,1.2,6.1,7727.272727,0.3,570.51249,800,971.9903251,293.03,4334.667931,46.65,344.2207073,778.18
"2016-07-12",8.2,116.9,24.6,28,22.4,87,45,1.3,12.6,8565.217391,0.14,561.4732531,748.53,996.8782366,326.73,5317.440059,22.2,331.7359773,721.15
"2016-07-13",0.1,44.6,25.6,29.9,22.1,81,35,1.5,13.3,7083.13253,0.17,583.3221306,479.05,993.6181265,259.51,5407.852039,33.31,397.7535395,495.27
"2016-07-14",2.3,51.5,25,30,21.4,77,35,1.8,12.7,8053.448276,0.12,697.1194808,610.51,927.0486161,306.24,4501.998146,28.06,308.6766071,838.06
"2016-07-15",0.8,13,24.5,28.7,20.7,72,37,2.1,14.6,0,0,691.950119,633.19,784.9377468,305.37,5428.873544,21.04,327.5457222,650.78
"2016-07-16",27.9,110.6,21.7,23.8,20.4,92,58,2.3,18.4,9333.333333,0.07,677.931444,682.01,1039.43796,259.86,5647.363557,17.1,377.5014249,470.21
"2016-07-17",0.9,14.8,23.3,27,20.7,83,39,1.7,7.8,0,0,0,0,0,0,0,0,0,0
"2016-07-18",0,3,23.7,28.7,19.7,80,42,1.3,8.1,7857.142857,0.1,698.3140413,718.35,1310.183599,270.75,5450.515457,18.47,601.3532604,514.04
"2016-07-19",0.1,5.6,25,30,20.4,79,34,1.6,10.8,7595.959596,0.2,505.6165373,959.21,919.4709485,356.11,5756.134148,19.98,390.2439849,813.62
"2016-07-20",0,1.5,25.3,29.8,21.6,76,31,1.9,13.7,0,0,464.5399467,756.61,846.4074789,364.01,5678.174973,23.22,444.0856934,650.48
"2016-07-21",0,0,25.1,29.7,21.5,75,30,1.9,15.1,10000,0.04,519.7468981,638,639.8014362,344.37,4961.768805,21.13,452.4251836,645.58
